10_1_1	-1	9891 11 9891 11	0
10_1_2	-1	36 11	0
10_1_3	-1	8 534 8 10 3 121 490 606 0	1
10_1_4	-1	32 71 24 204 146 1 606 0 32 71 24 204 146 1 41999 0 46 6 509 0	2
10_1_5	-1	3 173 8 71 92 0 1073 313 5 2224 145 702 30 78 606 10 78 606 13 694 1 542 0	1
10_1_6	-1	46 6 509 0	1
10_1_7	-1	437 0 16 8 66 41 1059 13 16 23821 99 6 23 1075 11	2
10_1_8	-1	52 0	2
10_1_9	-1	1 8 51 15 118 2 99 1 23821 11	4
10_1_10	-1	41 762 1 215 0 252 23821 1 662 82 18 0 46 6 509 0	2
10_1_11	-1	153 77 0	1
10_1_12	-1	3 43 251 45 21 351 1 204 146 59 2 4827 2454 0	1
10_1_13	-1	266 4 3 186 23 606 1781 54 12 1672 1 204 146 59 228 2846 4 25 75 21 0	1
10_1_14	-1	283 4 45 8 84 28 6 509 8 71 204 146 19 6 177 143 0	1
10_1_15	-1	437 4 3 43 204 146 46 487 53 23 340 0 34 74 307 10 513 4 210 307 4 2495 22 1405 0	1
10_1_18	-1	9 1 240 12 88 6 127 50 162 680 30 74 918 0	1
10_1_20	-1	1836 4 163 0	3
10_1_22	-1	3 84 6 135 8 17 46 328 44 2 1242 12 1806 5 436 1576 4827 17 28 4 25 1278 3 56 24 1742 0	2
10_1_23	-1	77 4 89 11 36 13 258 11	2
10_1_27	-1	177 9 4 10910 0	3
10_1_29	-1	3 16 20 69 89 3 97 19 6 120 41 1059 4424 270 30 100 41999 39523 0	2
10_1_30	-1	150 4 956 28 4 15 1 23 1075 8 71 143 47 4 1352 8011 0	2
10_1_31	-1	437 4 40986 4 1 20 8 9918 5 255 11 44 32 57 1 38 344 5 3578 10 19 5 41051 0	1
10_1_32	-1	10 305 117 345 142 0	3
10_1_33	-1	24 179 4 1292 0 1075 4 1836 10 3 98 84 8 6 1 275 12 21 0 198 364 0	2
10_1_35	-1	77 4 32 104 20 19 15 0	2
10_1_36	-1	8 57 4 131 4 45 38 16 19 40949 4 32 105 44 1 86 5 8990 14126 0	2
10_1_37	-1	9 1 432 65 8 66 47 9 0	1
10_1_39	-1	118 8 1 500 34 5 5795 0	4
10_1_40	-1	283 4 45 66 1046 961 1804 1 2063 8 59 8 5 5795 4 124 4 157 4 437 0	3
10_1_42	-1	9 16 20 179 15 8 121 20 406 5 719 368 65 2 462 647 8 130 0	2
10_1_43	-1	3 19 1315 2335 0 8 12 44 76 97 57 15 0	0
10_1_45	-1	3 43 85 17 2558 40943 0	2
10_1_47	-1	3 19 2 92 968 4 16 20 3 11	1
10_1_49	-1	1 29 107 11	2
10_1_51	-1	16 8 57 138 3 56 216 95 11	1
10_1_53	-1	52 4 8 317 24 0	3
10_1_55	-1	19 95 136 28 0	1
10_1_56	-1	437 0	1
10_1_57	-1	18293 4 68 13 40 2 1021 11	0
10_1_58	-1	15 13 24 95 0	2
10_1_60	-1	34 36 11 16 38 57 47 41 606 11	0
10_1_62	-1	89 72 8 16 15 11	3
10_1_64	-1	2 229 16 20 86 6 57 111 308 0	2
10_1_69	-1	77 4 1691 9 0	0
10_1_77	-1	759 4 32 71 107 4 20498 0	0
10_1_78	-1	15 13 106 4 75 38 57 138 3 208 0	1
10_1_80	-1	157 4 45 8 84 6 46 142 2 6985 4 8 19 6 289 54 12 41 1075 13 387 0	2
10_1_81	-1	56 32 90 5 556 6 1349 15 3 35 226 6 2 961 17 8 11	3
10_1_83	-1	2558 4 198 35 136 2 145 4 69 36 29 84 0	2
10_1_84	-1	44 92 4 44 92 0	1
10_1_85	-1	283 4 59 161 8 167 95 15 8 1 20 243 65 29 93 82 10 15 41 1950 185 129 8 2 671 2 556 8 713 328 2 1021 0	1
10_1_86	-1	133 4 1134 0 1570 4 21 1 2558 40943 17 13143 3547 2959 0	1
